,index,age,marital,education,balance,loan,previous,y
41352,43071,26,single,tertiary,2532,yes,0,yes
41354,43073,38,single,tertiary,455,no,6,yes
41355,43074,59,married,tertiary,2013,no,2,yes
41357,43076,47,married,secondary,1568,no,7,yes
41358,43077,48,married,tertiary,0,yes,1,yes
41360,43080,82,married,secondary,121,no,0,yes
41361,43081,27,single,primary,377,no,0,yes
41362,43082,60,divorced,secondary,1,no,1,yes
41364,43084,53,married,tertiary,597,no,0,yes
41368,43088,39,single,tertiary,763,no,1,yes
41371,43092,55,divorced,secondary,2204,no,1,yes
41377,43099,35,married,tertiary,1380,no,0,yes
41380,43102,23,single,secondary,381,no,2,yes
41381,43103,80,married,primary,0,no,1,yes
41382,43104,29,single,secondary,67,no,5,yes
41383,43105,47,married,secondary,368,no,5,yes
41384,43106,72,divorced,tertiary,438,no,0,yes
41385,43107,45,single,tertiary,483,no,11,yes
41387,43109,37,married,tertiary,7620,no,6,yes
41388,43110,29,single,tertiary,805,no,7,yes
41389,43111,40,single,tertiary,0,no,6,yes
41391,43113,32,single,secondary,324,yes,0,yes
41393,43115,32,married,tertiary,302,yes,2,yes
41400,43122,20,single,secondary,215,no,6,yes
41401,43123,48,married,tertiary,5473,no,2,yes
41404,43126,60,married,secondary,106,no,4,yes
41406,43128,70,married,primary,2346,no,5,yes
41407,43129,78,divorced,secondary,3219,no,0,yes
41409,43132,61,divorced,tertiary,6610,no,0,yes
41415,43139,37,married,tertiary,255,no,10,yes
41419,43144,27,single,secondary,195,no,0,yes
41421,43147,63,married,secondary,973,no,1,yes
41422,43148,59,married,secondary,7766,no,1,yes
41423,43149,22,single,secondary,948,no,3,yes
41424,43150,30,single,secondary,48,no,2,yes
41427,43154,74,married,primary,1413,no,0,yes
41430,43157,52,married,secondary,117,no,6,yes
41431,43158,71,divorced,secondary,0,no,1,yes
41432,43159,33,married,tertiary,71,no,2,yes
41433,43160,56,married,secondary,1938,yes,4,yes
41436,43164,30,single,tertiary,5359,no,3,yes
41444,43173,65,married,secondary,3195,no,0,yes
41445,43174,59,married,tertiary,315,no,2,yes
41446,43175,37,married,tertiary,1113,no,1,yes
41447,43176,28,single,secondary,-46,no,11,yes
41449,43178,27,single,tertiary,1075,no,0,yes
41450,43179,49,single,tertiary,228,no,0,yes
41452,43181,38,single,secondary,91,no,0,yes
41454,43183,28,single,secondary,598,no,2,yes
41455,43184,51,married,tertiary,0,no,0,yes
41457,43186,56,married,primary,1947,no,5,yes
41458,43187,37,single,tertiary,1027,no,2,yes
41459,43188,47,married,primary,235,no,1,yes
41460,43189,60,divorced,tertiary,2,no,2,yes
41461,43190,42,married,secondary,4945,no,0,yes
41462,43191,27,single,tertiary,311,no,1,yes
41463,43192,40,single,tertiary,7968,no,2,yes
41464,43193,25,single,secondary,154,no,2,yes
41465,43194,90,divorced,primary,712,no,0,yes
41466,43196,29,single,tertiary,2489,no,5,yes
41467,43197,68,married,secondary,1146,no,3,yes
41468,43198,38,married,secondary,1559,no,1,yes
41471,43201,66,divorced,primary,3701,no,0,yes
41473,43203,63,married,secondary,2896,no,0,yes
41474,43204,32,single,tertiary,354,no,5,yes
41475,43206,32,married,tertiary,2667,no,4,yes
41476,43207,42,married,tertiary,144,no,4,yes
41480,43211,26,single,tertiary,760,no,5,yes
41482,43213,73,single,secondary,1050,no,2,yes
41485,43216,26,single,secondary,5296,no,1,yes
41487,43218,60,married,secondary,12980,no,0,yes
41488,43219,25,single,secondary,509,no,0,yes
41489,43220,64,married,tertiary,1644,no,4,yes
41490,43221,26,single,tertiary,294,no,2,yes
41492,43223,68,married,primary,451,no,0,yes
41495,43226,39,married,secondary,53,no,1,yes
41496,43227,54,married,tertiary,2473,no,0,yes
41497,43228,40,single,secondary,334,no,6,yes
41500,43231,37,married,tertiary,6771,no,0,yes
41501,43232,36,married,secondary,52,no,7,yes
41502,43233,33,divorced,tertiary,2240,no,1,yes
41507,43238,83,married,tertiary,4761,no,0,yes
41508,43240,31,married,tertiary,1570,no,1,yes
41509,43242,51,married,tertiary,0,yes,0,yes
41510,43243,64,divorced,secondary,588,no,0,yes
41511,43244,59,married,secondary,957,no,2,yes
41512,43245,33,single,tertiary,224,no,0,yes
41513,43247,35,married,tertiary,2161,no,3,yes
41514,43249,31,single,tertiary,147,no,2,yes
41515,43250,73,married,primary,508,no,0,yes
41516,43251,76,divorced,primary,802,no,5,yes
41517,43252,35,married,secondary,294,no,4,yes
41518,43253,28,single,tertiary,1825,no,0,yes
41519,43254,34,married,tertiary,158,no,6,yes
41520,43255,33,married,tertiary,0,no,1,yes
41521,43256,36,married,secondary,4721,no,3,yes
41523,43260,28,single,tertiary,187,no,0,yes
41524,43261,51,married,primary,3764,no,6,yes
41525,43262,52,married,secondary,1416,no,1,yes
41526,43263,61,married,secondary,2801,yes,0,yes
41531,43269,39,married,tertiary,494,no,3,yes
41536,43274,37,married,secondary,1978,no,0,yes
41543,43281,80,married,primary,155,no,2,yes
41544,43282,46,married,secondary,640,no,4,yes
41545,43283,61,married,secondary,4608,no,0,yes
41546,43284,72,married,secondary,951,yes,1,yes
41547,43285,36,married,tertiary,495,no,6,yes
41552,43290,77,married,primary,29340,no,2,yes
41553,43291,74,married,tertiary,1843,no,2,yes
41555,43294,35,married,secondary,262,no,3,yes
41557,43296,82,divorced,primary,0,no,1,yes
41559,43298,67,divorced,primary,2027,no,0,yes
41560,43299,71,married,tertiary,3561,no,0,yes
41562,43301,41,divorced,secondary,6046,yes,2,yes
41566,43305,38,single,secondary,465,no,3,yes
41567,43307,60,married,secondary,8332,no,7,yes
41569,43309,60,divorced,secondary,514,no,9,yes
41570,43310,53,married,secondary,1796,no,2,yes
41573,43313,29,single,tertiary,874,no,2,yes
41576,43316,64,married,primary,2140,no,2,yes
41579,43319,35,single,secondary,295,no,0,yes
41581,43322,22,single,tertiary,780,no,0,yes
41582,43323,54,divorced,secondary,0,no,3,yes
41584,43325,35,married,secondary,304,no,0,yes
41587,43328,46,divorced,tertiary,624,no,1,yes
41588,43329,25,single,secondary,303,no,0,yes
41589,43330,46,married,tertiary,273,no,4,yes
41590,43331,59,married,tertiary,3342,no,6,yes
41592,43333,35,single,secondary,1227,no,6,yes
41593,43334,52,single,secondary,436,yes,0,yes
41594,43335,22,single,secondary,283,no,0,yes
41595,43336,31,single,tertiary,3384,no,3,yes
41596,43337,43,divorced,tertiary,2367,no,4,yes
41597,43338,35,single,tertiary,5958,no,0,yes
41598,43339,60,married,secondary,3735,no,10,yes
41600,43341,54,married,secondary,2693,no,6,yes
41602,43343,72,married,primary,4657,no,8,yes
41604,43345,29,single,tertiary,3290,no,2,yes
41605,43346,29,single,tertiary,655,no,0,yes
41606,43347,30,single,secondary,1681,no,2,yes
41607,43348,28,single,tertiary,866,no,0,yes
41608,43349,43,married,secondary,774,no,1,yes
41609,43350,37,married,secondary,2678,no,0,yes
41611,43352,62,married,tertiary,3371,no,2,yes
41614,43356,57,married,tertiary,10583,no,6,yes
41618,43360,33,single,tertiary,4176,no,0,yes
41619,43361,47,single,tertiary,334,no,8,yes
41621,43363,39,single,tertiary,393,no,0,yes
41628,43370,30,single,tertiary,916,no,2,yes
41634,43376,28,single,tertiary,832,no,1,yes
41637,43379,57,divorced,tertiary,3287,no,1,yes
41638,43380,23,single,secondary,488,no,2,yes
41639,43381,56,single,tertiary,1947,no,0,yes
41641,43383,33,single,tertiary,7608,no,0,yes
41642,43384,44,divorced,tertiary,558,no,0,yes
41643,43385,80,divorced,primary,235,no,3,yes
41644,43386,47,married,tertiary,288,no,1,yes
41645,43387,27,single,secondary,6036,no,1,yes
41648,43390,26,single,tertiary,3,yes,1,yes
41650,43392,50,divorced,secondary,0,no,3,yes
41651,43393,84,married,secondary,81204,no,3,yes
41652,43394,86,married,primary,5236,no,0,yes
41655,43398,45,married,secondary,1348,yes,0,yes
41656,43399,60,married,primary,7929,no,0,yes
41657,43400,47,married,secondary,70,no,2,yes
41659,43402,53,married,secondary,459,no,0,yes
41660,43403,54,single,tertiary,118,no,0,yes
41661,43404,54,married,secondary,2102,no,2,yes
41662,43405,34,married,secondary,800,no,0,yes
41665,43408,19,single,secondary,394,no,0,yes
41666,43409,24,single,secondary,4126,no,7,yes
41668,43411,39,divorced,tertiary,224,no,0,yes
41669,43412,53,married,tertiary,9001,no,0,yes
41672,43416,30,married,tertiary,102,no,3,yes
41673,43417,50,married,primary,82,no,0,yes
41676,43420,32,single,secondary,1088,no,2,yes
41677,43421,27,single,tertiary,13107,no,2,yes
41678,43422,33,single,tertiary,562,yes,1,yes
41680,43424,33,single,tertiary,718,no,2,yes
41682,43427,27,single,tertiary,-67,no,2,yes
41684,43429,55,married,tertiary,3848,no,0,yes
41686,43431,78,divorced,primary,1389,no,0,yes
41687,43433,34,married,tertiary,3696,no,5,yes
41688,43434,36,single,tertiary,579,no,0,yes
41689,43435,36,single,secondary,12264,no,0,yes
41696,43442,26,single,tertiary,1646,no,5,yes
41705,43451,35,married,secondary,2201,no,0,yes
41707,43454,31,married,secondary,1229,no,0,yes
41709,43456,25,single,primary,129,no,0,yes
41711,43458,62,divorced,tertiary,6,no,3,yes
41712,43459,49,married,secondary,197,no,2,yes
41713,43460,30,single,tertiary,3779,no,0,yes
41715,43462,25,single,secondary,1857,no,6,yes
41716,43463,32,single,tertiary,2016,no,1,yes
41717,43464,36,single,tertiary,436,no,2,yes
41718,43465,40,married,tertiary,11766,no,9,yes
41719,43466,38,married,tertiary,413,no,2,yes
41720,43467,35,single,tertiary,670,no,2,yes
41721,43468,45,single,primary,116,no,0,yes
41723,43471,23,single,secondary,107,no,2,yes
41724,43472,38,married,secondary,497,no,0,yes
41725,43473,44,married,primary,2557,no,8,yes
41727,43475,35,single,tertiary,2646,no,2,yes
41729,43477,75,married,secondary,3771,no,2,yes
41730,43478,26,single,tertiary,1066,no,0,yes
41731,43479,51,married,tertiary,469,no,2,yes
41732,43480,59,married,secondary,1,no,3,yes
41733,43481,30,single,tertiary,232,no,0,yes
41734,43482,36,married,primary,1177,no,4,yes
41735,43483,39,married,secondary,603,yes,0,yes
41736,43484,24,single,tertiary,736,no,2,yes
41738,43487,22,single,secondary,129,no,1,yes
41739,43488,36,married,tertiary,-115,no,2,yes
41741,43490,22,single,tertiary,104,yes,0,yes
41744,43493,34,married,tertiary,589,no,0,yes
41748,43498,22,single,primary,3472,no,4,yes
41749,43499,27,single,secondary,453,no,0,yes
41751,43501,57,married,tertiary,2845,no,0,yes
41753,43503,30,single,tertiary,7529,no,1,yes
41754,43504,55,divorced,secondary,309,no,3,yes
41756,43506,38,divorced,secondary,0,no,5,yes
41757,43507,39,single,secondary,1672,no,1,yes
41759,43509,38,single,secondary,1711,no,1,yes
41762,43512,24,single,secondary,1295,no,0,yes
41763,43513,30,single,secondary,2046,no,1,yes
41765,43515,29,single,tertiary,455,no,0,yes
41766,43517,31,single,primary,26965,no,0,yes
41767,43518,52,married,secondary,371,yes,1,yes
41768,43519,58,married,secondary,496,no,0,yes
41770,43521,26,single,tertiary,194,no,0,yes
41772,43524,62,married,tertiary,997,no,2,yes
41774,43526,40,married,tertiary,206,no,4,yes
41775,43527,76,married,secondary,820,no,0,yes
41776,43528,31,single,secondary,410,no,0,yes
41778,43530,42,married,secondary,1216,no,1,yes
41779,43532,73,married,primary,796,no,3,yes
41780,43533,41,divorced,tertiary,5037,no,5,yes
41782,43536,46,divorced,primary,429,no,2,yes
41784,43538,35,married,secondary,2779,no,2,yes
41786,43540,31,married,tertiary,3160,no,0,yes
41788,43542,26,single,tertiary,222,no,1,yes
41790,43544,45,single,secondary,0,no,4,yes
41793,43547,29,single,tertiary,1445,no,2,yes
41795,43549,30,single,tertiary,655,no,2,yes
41798,43552,26,single,tertiary,77,no,0,yes
41801,43556,63,married,primary,115,no,7,yes
41805,43560,37,single,secondary,2722,no,3,yes
41806,43561,26,single,tertiary,1438,no,1,yes
41808,43564,30,single,secondary,915,no,0,yes
41809,43565,61,married,secondary,1058,no,0,yes
41812,43568,69,married,secondary,0,no,2,yes
41813,43570,30,single,tertiary,697,no,8,yes
41815,43572,64,married,secondary,4787,no,1,yes
41816,43573,55,married,secondary,962,no,3,yes
41817,43574,55,married,tertiary,1320,no,0,yes
41818,43575,32,married,tertiary,284,no,0,yes
41820,43577,39,single,tertiary,5047,no,0,yes
41821,43578,29,single,tertiary,2955,no,0,yes
41822,43579,41,married,tertiary,0,no,3,yes
41824,43581,59,married,tertiary,1,no,0,yes
41826,43583,63,married,primary,12067,no,1,yes
41828,43585,45,married,secondary,3006,no,0,yes
41830,43587,32,single,tertiary,388,no,0,yes
41831,43588,33,single,tertiary,952,no,0,yes
41833,43590,41,married,tertiary,0,no,1,yes
41834,43591,25,single,secondary,108,no,0,yes
41836,43593,37,married,secondary,565,no,1,yes
41837,43594,19,single,secondary,329,no,2,yes
41839,43596,61,divorced,secondary,4243,no,2,yes
41840,43597,40,single,tertiary,72,no,0,yes
41841,43598,30,married,tertiary,4328,no,11,yes
41842,43599,37,married,secondary,4017,no,1,yes
41845,43602,54,married,tertiary,395,no,2,yes
41846,43603,49,married,secondary,0,no,0,yes
41848,43605,45,married,secondary,205,no,2,yes
41850,43607,48,married,secondary,1730,no,3,yes
41852,43609,60,married,primary,5,no,2,yes
41853,43610,34,single,secondary,1965,no,0,yes
41856,43613,29,single,tertiary,19,no,4,yes
41857,43614,77,married,tertiary,7802,no,2,yes
41858,43615,33,married,secondary,1697,no,1,yes
41861,43618,35,single,tertiary,415,no,2,yes
41862,43620,80,married,primary,155,no,3,yes
41866,43624,26,single,tertiary,401,no,0,yes
41868,43626,33,married,tertiary,79,no,4,yes
41871,43629,41,single,tertiary,1646,no,7,yes
41872,43630,28,single,tertiary,437,no,0,yes
41873,43631,74,married,secondary,935,no,2,yes
41876,43635,72,married,primary,2304,no,0,yes
41880,43640,46,married,secondary,640,no,5,yes
41881,43641,37,married,tertiary,88,no,3,yes
41882,43642,67,divorced,secondary,704,no,3,yes
41887,43647,36,single,tertiary,994,no,6,yes
41889,43649,37,married,tertiary,2283,no,2,yes
41891,43651,32,married,secondary,473,yes,0,yes
41892,43652,51,married,tertiary,0,no,2,yes
41894,43655,35,married,tertiary,62,no,4,yes
41896,43658,53,married,tertiary,3634,no,8,yes
41901,43663,46,married,tertiary,273,no,6,yes
41908,43670,44,single,secondary,618,no,0,yes
41909,43671,78,divorced,secondary,3417,no,1,yes
41910,43672,42,married,tertiary,27696,no,5,yes
41911,43673,34,married,secondary,1076,no,6,yes
41912,43674,34,married,secondary,133,no,3,yes
41913,43675,66,married,secondary,587,no,2,yes
41915,43677,54,married,tertiary,1624,no,10,yes
41916,43678,31,married,secondary,136,no,1,yes
41917,43679,33,married,secondary,386,no,5,yes
41918,43680,19,single,primary,608,no,2,yes
41920,43682,24,single,secondary,598,no,2,yes
41921,43684,29,single,tertiary,3290,no,3,yes
41922,43685,28,single,secondary,4745,no,5,yes
41923,43686,31,single,tertiary,533,no,10,yes
41927,43690,34,single,tertiary,2838,no,0,yes
41928,43691,54,divorced,primary,4401,no,2,yes
41930,43693,32,single,secondary,1026,no,0,yes
41931,43694,54,married,secondary,2206,no,4,yes
41933,43696,77,married,primary,3324,no,5,yes
41934,43697,40,married,secondary,260,no,5,yes
41935,43698,63,divorced,tertiary,0,no,2,yes
41936,43699,37,married,tertiary,2987,no,10,yes
41937,43700,48,married,secondary,1230,no,3,yes
41938,43701,27,single,secondary,535,no,3,yes
41939,43702,28,single,secondary,2335,no,0,yes
41940,43703,35,married,tertiary,8000,no,3,yes
41941,43704,29,single,tertiary,-27,no,0,yes
41942,43705,68,married,secondary,1146,no,5,yes
41943,43706,53,single,secondary,1004,no,1,yes
41944,43707,37,single,tertiary,197,no,3,yes
41945,43710,58,married,secondary,169,no,5,yes
41946,43711,37,married,tertiary,393,no,4,yes
41947,43712,37,married,tertiary,29,no,2,yes
41949,43714,34,married,secondary,920,no,3,yes
41951,43716,50,married,secondary,3608,no,4,yes
41954,43719,56,married,primary,870,no,1,yes
41955,43720,57,married,primary,9367,no,7,yes
41956,43721,29,single,primary,1374,no,7,yes
41957,43722,75,married,tertiary,6027,no,4,yes
41960,43725,24,single,tertiary,1,no,0,yes
41961,43726,46,married,tertiary,349,no,3,yes
41965,43730,56,married,secondary,448,yes,2,yes
41966,43731,72,married,secondary,5715,no,2,yes
41968,43733,27,single,tertiary,39,no,10,yes
41969,43734,52,married,tertiary,583,no,3,yes
41972,43737,38,married,tertiary,1276,no,3,yes
41974,43739,33,single,tertiary,2364,no,0,yes
41976,43741,53,married,secondary,53,no,0,yes
41977,43742,64,married,secondary,1612,no,5,yes
41980,43745,84,divorced,primary,639,no,0,yes
41982,43747,62,married,secondary,3114,no,1,yes
41983,43748,41,married,tertiary,1,no,3,yes
41984,43749,29,single,secondary,1070,no,1,yes
41985,43750,53,married,secondary,195,no,6,yes
41986,43751,30,single,secondary,3144,no,0,yes
41987,43752,58,married,secondary,1230,no,1,yes
41989,43755,35,single,tertiary,1880,no,0,yes
41990,43756,37,married,tertiary,3236,no,5,yes
41994,43761,47,married,secondary,1568,no,8,yes
41995,43762,61,married,secondary,1191,no,0,yes
41997,43764,47,married,secondary,368,no,6,yes
41998,43765,46,married,secondary,706,no,3,yes
42000,43767,51,married,tertiary,2635,no,5,yes
42003,43770,31,single,secondary,2616,no,2,yes
42004,43771,24,single,secondary,2573,no,0,yes
42005,43772,21,single,secondary,215,no,7,yes
42006,43773,71,married,primary,3230,no,3,yes
42009,43777,52,single,secondary,726,no,9,yes
42010,43778,27,single,tertiary,2781,no,1,yes
42011,43779,25,single,secondary,3713,no,3,yes
42012,43780,33,single,secondary,152,no,2,yes
42013,43781,60,married,secondary,0,no,0,yes
42015,43783,28,single,secondary,1925,no,4,yes
42016,43784,30,single,secondary,265,no,2,yes
42017,43785,29,single,tertiary,70,no,0,yes
42019,43787,52,married,tertiary,388,no,0,yes
42020,43788,59,married,primary,1727,no,2,yes
42021,43789,38,married,secondary,205,no,0,yes
42022,43790,56,married,tertiary,12356,no,5,yes
42023,43791,33,single,secondary,2881,no,1,yes
42024,43792,31,single,secondary,846,no,2,yes
42026,43794,40,married,secondary,2266,no,7,yes
42028,43796,28,married,secondary,742,no,0,yes
42030,43799,27,single,tertiary,567,no,3,yes
42031,43800,32,single,secondary,344,no,0,yes
42032,43801,67,married,primary,1430,no,5,yes
42033,43802,39,divorced,secondary,265,no,2,yes
42034,43803,46,married,secondary,38,no,1,yes
42037,43806,54,married,secondary,3538,no,0,yes
42038,43807,23,single,tertiary,691,no,6,yes
42041,43811,28,single,tertiary,128,no,1,yes
42047,43817,45,married,secondary,1831,no,0,yes
42048,43818,63,married,secondary,641,no,0,yes
42049,43819,60,married,secondary,1047,no,4,yes
42050,43820,29,single,tertiary,455,no,1,yes
42052,43822,29,married,tertiary,8103,no,0,yes
42055,43825,23,single,secondary,922,no,9,yes
42056,43827,48,married,secondary,0,no,0,yes
42058,43829,26,single,secondary,4613,no,2,yes
42063,43834,26,single,tertiary,515,no,0,yes
42067,43838,55,married,secondary,8304,no,0,yes
42068,43840,30,married,secondary,0,no,0,yes
42069,43841,36,married,secondary,1368,no,5,yes
42070,43842,33,single,tertiary,272,no,2,yes
42071,43843,28,single,secondary,-46,no,12,yes
42074,43846,28,single,secondary,168,no,2,yes
42078,43851,31,single,tertiary,515,no,0,yes
42079,43852,28,single,tertiary,223,no,3,yes
42086,43859,49,single,tertiary,228,no,1,yes
42087,43860,27,single,tertiary,644,no,1,yes
42088,43861,28,married,secondary,330,no,4,yes
42089,43862,37,divorced,tertiary,4708,no,2,yes
42091,43864,65,married,secondary,952,no,0,yes
42095,43868,30,single,secondary,1165,no,3,yes
42101,43874,51,married,tertiary,0,no,0,yes
42104,43878,38,married,secondary,0,no,2,yes
42105,43879,36,divorced,secondary,2823,no,6,yes
42106,43880,35,single,tertiary,3544,no,0,yes
42108,43882,63,divorced,secondary,1490,no,0,yes
42114,43888,63,married,primary,48,no,0,yes
42115,43889,34,married,tertiary,158,no,9,yes
42116,43890,36,married,secondary,4721,no,5,yes
42117,43891,31,married,tertiary,877,no,7,yes
42118,43892,28,single,tertiary,187,no,1,yes
42119,43893,80,married,secondary,8304,no,12,yes
42120,43894,39,married,secondary,276,no,0,yes
42123,43897,31,single,tertiary,147,no,3,yes
42124,43898,39,married,secondary,323,no,6,yes
42128,43902,30,single,secondary,799,no,0,yes
42130,43905,29,single,secondary,322,no,6,yes
42131,43906,36,married,tertiary,495,no,9,yes
42133,43909,30,single,secondary,2371,no,2,yes
42134,43912,56,married,secondary,602,no,8,yes
42135,43913,66,married,secondary,4041,no,0,yes
42137,43915,71,divorced,primary,275,no,1,yes
42138,43916,26,single,tertiary,12,no,10,yes
42144,43922,62,married,primary,1742,no,6,yes
42145,43923,32,single,tertiary,46,no,0,yes
42146,43924,68,divorced,primary,2027,no,2,yes
42147,43925,37,married,tertiary,3221,no,13,yes
42148,43926,27,single,tertiary,1720,no,3,yes
42151,43929,45,single,tertiary,2033,no,2,yes
42154,43933,64,married,secondary,3189,no,0,yes
42155,43934,28,single,tertiary,2725,no,1,yes
42157,43936,38,divorced,tertiary,2946,no,0,yes
42158,43937,66,married,primary,1230,no,3,yes
42159,43938,30,single,tertiary,572,no,2,yes
42161,43940,39,single,secondary,1435,no,19,yes
42162,43941,24,single,secondary,403,no,0,yes
42163,43942,30,divorced,secondary,436,no,0,yes
42167,43946,49,married,tertiary,1071,no,0,yes
42168,43947,34,married,tertiary,3301,no,4,yes
42169,43948,36,married,secondary,1031,no,0,yes
42170,43949,46,married,secondary,1723,no,7,yes
42171,43950,32,single,tertiary,705,no,0,yes
42172,43951,52,married,secondary,955,yes,4,yes
42175,43954,25,single,secondary,303,no,1,yes
42179,43958,20,single,secondary,153,no,0,yes
42182,43961,57,divorced,tertiary,3287,no,3,yes
42183,43962,32,single,secondary,131,no,2,yes
42185,43965,64,divorced,primary,109,no,2,yes
42186,43966,33,single,tertiary,224,no,2,yes
42187,43967,30,single,secondary,315,no,0,yes
42188,43968,36,single,tertiary,538,no,5,yes
42190,43970,59,married,tertiary,5397,no,0,yes
42191,43972,25,single,secondary,1957,no,1,yes
42192,43973,43,married,secondary,774,no,2,yes
42194,43975,37,single,tertiary,1188,no,0,yes
42204,43988,49,married,tertiary,1167,yes,8,yes
42205,43989,42,divorced,tertiary,2611,no,3,yes
42206,43990,27,single,secondary,3145,no,2,yes
42212,43996,29,single,secondary,825,no,0,yes
42214,43998,37,married,tertiary,122,no,3,yes
42219,44004,47,single,tertiary,334,no,9,yes
42220,44005,38,single,tertiary,623,no,4,yes
42221,44006,48,single,tertiary,86,no,6,yes
42223,44008,55,divorced,primary,976,no,3,yes
42224,44009,39,single,tertiary,393,no,1,yes
42225,44010,49,single,secondary,293,no,0,yes
42226,44011,26,single,tertiary,222,no,2,yes
42228,44013,68,divorced,primary,476,no,0,yes
42232,44018,67,married,primary,2391,no,10,yes
42233,44019,22,single,secondary,1796,no,0,yes
42234,44020,60,married,secondary,11,no,2,yes
42235,44021,31,single,secondary,54,no,0,yes
42237,44023,58,married,primary,3109,no,4,yes
42238,44024,41,married,secondary,3126,no,7,yes
42240,44026,23,single,secondary,488,no,3,yes
42243,44029,35,married,secondary,978,no,6,yes
42244,44030,33,single,tertiary,718,no,3,yes
42246,44032,33,single,tertiary,3143,no,0,yes
42249,44035,32,divorced,tertiary,3255,no,0,yes
42253,44039,32,single,tertiary,64,no,5,yes
42255,44041,48,single,secondary,1544,no,2,yes
42257,44043,41,single,secondary,985,no,11,yes
42260,44046,43,single,tertiary,0,no,1,yes
42261,44047,32,single,tertiary,4071,no,0,yes
42263,44049,21,single,secondary,2488,no,3,yes
42264,44050,74,divorced,primary,29080,no,4,yes
42270,44056,32,single,tertiary,12569,no,2,yes
42271,44057,63,married,secondary,2896,no,2,yes
42275,44061,53,divorced,secondary,36,yes,1,yes
42277,44063,28,single,secondary,196,no,0,yes
42279,44065,31,single,secondary,1027,no,0,yes
42282,44069,26,single,secondary,463,yes,0,yes
42283,44070,31,single,secondary,3511,no,0,yes
42285,44072,39,divorced,tertiary,224,no,1,yes
42290,44077,28,single,secondary,198,no,0,yes
42292,44079,30,single,tertiary,0,no,8,yes
42294,44081,24,single,tertiary,674,no,0,yes
42295,44082,32,single,tertiary,623,no,2,yes
42297,44085,46,divorced,tertiary,558,no,0,yes
42299,44087,60,married,secondary,259,no,2,yes
42301,44089,37,married,secondary,432,no,55,yes
42304,44092,48,single,tertiary,159,no,6,yes
42305,44093,52,married,secondary,657,no,2,yes
42306,44094,29,single,tertiary,1808,no,1,yes
42308,44097,47,single,tertiary,6651,no,2,yes
42309,44098,70,married,primary,2795,no,2,yes
42310,44099,28,single,tertiary,1414,no,1,yes
42312,44101,31,married,tertiary,2666,no,9,yes
42313,44102,80,married,secondary,668,no,1,yes
42314,44103,29,single,tertiary,502,no,5,yes
42316,44105,23,single,secondary,1809,no,0,yes
42317,44106,34,single,secondary,267,no,0,yes
42319,44108,69,married,secondary,2473,no,0,yes
42320,44110,19,single,secondary,372,no,0,yes
42323,44114,38,married,secondary,1767,no,7,yes
42328,44123,27,single,secondary,337,no,0,yes
42329,44124,53,single,secondary,654,no,0,yes
42334,44129,35,married,tertiary,2427,no,7,yes
42337,44133,43,single,secondary,386,no,1,yes
42340,44136,30,single,tertiary,251,no,0,yes
42342,44138,57,married,secondary,1044,no,3,yes
42344,44140,36,married,tertiary,93,no,7,yes
42345,44141,31,single,tertiary,2907,no,3,yes
42348,44144,47,single,secondary,3696,no,4,yes
42350,44146,65,divorced,secondary,828,no,0,yes
42352,44148,25,single,secondary,1857,no,10,yes
42353,44149,33,single,tertiary,1962,no,1,yes
42354,44150,29,single,tertiary,1579,no,4,yes
42355,44151,79,divorced,primary,2787,no,1,yes
42356,44152,24,single,secondary,1123,no,1,yes
42357,44153,27,single,secondary,643,no,0,yes
42360,44157,31,married,tertiary,330,no,3,yes
42361,44158,22,single,secondary,71,no,2,yes
42362,44160,40,married,tertiary,4539,no,1,yes
42364,44162,31,married,tertiary,2166,no,2,yes
42365,44163,26,single,secondary,2007,no,2,yes
42366,44164,51,married,tertiary,3463,yes,3,yes
42369,44167,70,divorced,primary,482,no,3,yes
42370,44168,24,single,primary,1235,no,6,yes
42371,44169,23,single,secondary,1298,no,0,yes
42372,44170,41,single,secondary,5329,no,0,yes
42373,44171,53,married,primary,6181,no,3,yes
42375,44173,86,married,primary,1255,no,3,yes
42377,44176,34,single,tertiary,2733,no,0,yes
42379,44178,68,divorced,secondary,4189,no,0,yes
42380,44179,35,married,secondary,724,no,1,yes
42382,44181,28,single,secondary,205,no,2,yes
42384,44183,66,married,secondary,154,no,2,yes
42386,44185,30,single,tertiary,232,no,1,yes
42387,44186,60,divorced,tertiary,979,no,4,yes
42388,44187,46,married,secondary,5021,no,1,yes
42389,44188,47,married,secondary,3676,no,1,yes
42390,44189,31,single,secondary,2544,no,3,yes
42393,44192,68,married,secondary,2469,no,0,yes
42394,44193,63,married,secondary,180,no,5,yes
42395,44194,42,married,secondary,1289,no,2,yes
42397,44196,29,single,secondary,658,no,4,yes
42398,44197,61,married,secondary,938,no,3,yes
42402,44201,35,married,secondary,2918,yes,3,yes
42405,44204,43,married,tertiary,0,no,1,yes
42406,44205,64,married,secondary,588,no,3,yes
42408,44207,22,single,primary,423,no,10,yes
42409,44208,49,married,secondary,1946,no,0,yes
42412,44211,19,single,secondary,302,no,0,yes
42414,44213,31,divorced,tertiary,414,yes,0,yes
42415,44214,37,married,tertiary,0,no,3,yes
42416,44215,48,married,secondary,817,no,5,yes
42420,44219,33,married,secondary,183,no,3,yes
42425,44224,39,married,secondary,2467,no,3,yes
42426,44225,34,married,secondary,806,no,1,yes
